大学,省份,年份,专业,最低分,最低位次,文理科
厦门大学,河南,2023,（办学地点:翔安校区;单列专业）,636,6059,理科
厦门大学,河南,2023,包含专业:机械设计制造及其自动化,630,7810,理科
厦门大学,河南,2023,含化学化工材料类）（包含专业:化学,623,10186,理科
厦门大学,河南,2023,（包含专业:土木工程;办学地点:思明校区:单列专业,619,11731,理科
厦门大学,河南,2023,包含专业:建筑学,618,12162,理科
厦门大学,河南,2023,海洋生态环境类）（包含专业:海洋科学,618,12162,理科
厦门大学,河南,2023,生命科学与医学类）（包含专业:生物科学,618,12162,理科
厦门大学,河南,2023,厦门大学马来西亚分校招生专业）（学费待定;办学地点:马来西亚分校;单列专业.学费:2.5万林吉特/学年.全英文授课,599,22358,理科
厦门大学,河南,2023,厦门大学马来西亚分校招生专业）（学费待定;办学地点:马来西亚分校;单列专业.学费:2.7万林吉特/学年.全英文授课,590,28881,理科
厦门大学,河南,2023,厦门大学马来西亚分校招生专业）（学费待定;办学地点:马来西亚分校;单列专业.学费:2.8万林吉特/学年.全英文授课,588,30481,理科
厦门大学,河南,2023,厦门大学马来西亚分校招生专业）（学费待定;办学地点:马来西亚分校;单列专业.学费:2.6万林吉特/学年.授课语言主要为英语,584,33845,理科
厦门大学,湖南,2023,（包含法学；办学地点：思明校区）,630,428,文科
厦门大学,湖南,2023,包含新闻学,630,428,文科
厦门大学,湖南,2023,包含汉语言文学,628,467,文科
厦门大学,湖南,2023,包含社会工作,627,490,文科
厦门大学,湖南,2023,包含英语,627,490,文科
厦门大学,湖南,2023,含会计,628,467,文科
厦门大学,湖南,2023,包含金融学,627,490,文科
厦门大学,湖南,2023,学费：2.5万林吉特/学年。全英文授课,587,2844,文科
厦门大学,湖南,2023,学费：2.5万林吉特/学年。授课语言主要为英语,571,4521,文科
厦门大学,湖南,2023,办学地点:思明校区;招收的考生全部进入统计学国际化专业建设计划,650,2213,文科
厦门大学,湖南,2023,（办学地点:思明校区）,641,3624,文科
厦门大学,湖南,2023,外国语言文学加会计或财务）（只招收高考外语语种为英语的考生）（包含英语（加会计或财务,641,3624,文科
厦门大学,湖南,2023,包含人力资源管理,639,3974,文科
厦门大学,湖南,2023,包含计算机科学与技术,642,3444,文科
厦门大学,湖南,2023,包含数学与应用数学,642,3444,文科
厦门大学,湖南,2023,包含电子信息工程,642,3444,文科
厦门大学,湖南,2023,包含机械设计制造及其自动化,641,3624,文科
厦门大学,湖南,2023,包含建筑学,641,3624,文科
厦门大学,湖南,2023,包含管理科学,641,3624,文科
厦门大学,湖南,2023,包含物理学,640,3779,文科
厦门大学,湖南,2023,（包含土木工程;办学地点：思明校区）,640,3779,文科
厦门大学,湖南,2023,含化学化工材料类）（包含化学,638,4170,文科
厦门大学,湖南,2023,生命科学与医学类）（包含生物科学,637,4365,文科
厦门大学,湖南,2023,海洋生态环境类）（包含海洋科学,637,4365,文科
厦门大学,湖南,2023,只招收高考外语语种为英语的考生）（学费：2.7万林吉特/年。全英文授课,593,18127,文科
厦门大学,湖南,2023,只招收高考外语语种为英语的考生）（学费：2.8万林吉特/年。全英文授课,591,18986,文科
厦门大学,湖南,2023,只招收高考外语语种为英语的考生）（学费：2.5万林吉特/年。全英文授课,589,19839,文科
中国农业大学,浙江,2024,-,663,7184,文科
中国农业大学,浙江,2024,（生命科学）,663,7158,文科
中国农业大学,浙江,2024,（信息科学）,662,7499,文科
中国农业大学,浙江,2024,（智能装备）,660,8170,文科
中国农业大学,浙江,2024,（中外合作办学）,650,12685,文科
中国农业大学,北京,2024,中外合作办学）（学费国内一年级10万元/（生/年）,618,7651,文科
中国农业大学,北京,2024,中外合作办学）（学费国内一年级8.8万元/（生/年）,611,8842,文科
中国农业大学,北京,2024,生命科学）（含生物科学类,658,2395,文科
中国农业大学,北京,2024,含生物科学,649,3267,文科
中国农业大学,北京,2024,信息科学）（含电子信息类,648,3382,文科
中国农业大学,北京,2024,智能装备）（含电子信息类,646,3611,文科
中国农业大学,北京,2024,-,644,3844,文科
中国农业大学,北京,2024,含计算机科学与技术,641,4239,文科
中国农业大学,北京,2024,含电子信息工程,639,4478,文科
中国农业大学,北京,2024,含农学,639,4478,文科
中国农业大学,北京,2024,含食品科学与工程,639,4478,文科
中国农业大学,北京,2024,含机械设计制造及其自动化,638,4633,文科
中国农业大学,北京,2024,含化学,637,4789,文科
中国农业大学,北京,2024,含国际经济与贸易,637,4789,文科
中国农业大学,北京,2024,五年）（含动物医学,636,4929,文科
中国农业大学,北京,2024,含社会学,636,4929,文科
中国农业大学,北京,2024,含工商管理,636,4929,文科
中国农业大学,北京,2024,含农业水利工程,636,4929,文科
中国农业大学,北京,2024,专业下设国际发展等方向,635,5055,文科
中国农业大学,北京,2024,含应用气象学,635,5055,文科
中国农业大学,北京,2024,含地理信息科学,635,5055,文科
中国农业大学,北京,2024,含农业工程,635,5055,文科
中国农业大学,北京,2024,（只招英语考生）,635,5055,文科
中国农业大学,上海,2024,含:动物医学,571,3998,文科
中国农业大学,上海,2024,含:食品科学与工程,566,4841,文科
中国农业大学,上海,2024,含:生物科学,563,5356,文科
中国农业大学,上海,2024,-,562,5544,文科
中国农业大学,上海,2024,含:农学,562,5544,文科
中国农业大学,上海,2024,含:化学,558,6285,文科
中国农业大学,广东,2024,中外合作办学）（与美国科罗拉大学丹佛中外合作办学项目,590,4523,文科
中国农业大学,广东,2024,中外合作办学）（与美国俄克拉荷马州立大学中外合作办学项目,583,5801,文科
中国农业大学,广东,2024,含国际经济与贸易,610,16263,文科
中国农业大学,广东,2024,含大数据管理与应用,610,16263,文科
中国农业大学,广东,2024,生命科学）（含生物科学类,647,3369,文科
中国农业大学,广东,2024,信息科学）（含电子信息类,637,5716,文科
中国农业大学,广东,2024,智能装备）（含电子信息类,626,9055,文科
中国农业大学,广东,2024,含农学,624,9763,文科
中国农业大学,广东,2024,含计算机科学与技术,623,10143,文科
中国农业大学,广东,2024,含生物科学,619,11807,文科
中国农业大学,广东,2024,含动物医学,616,13157,文科
中国农业大学,广东,2024,（住宿费：待定；办学地点：北京市海淀区）,616,13157,文科
中国农业大学,广东,2024,含电子信息工程,616,13157,文科
中国农业大学,广东,2024,含农业工程,613,14685,文科
中国农业大学,广东,2024,含食品科学与工程,612,15214,文科
中国农业大学,广东,2024,含地理信息科学,611,15723,文科
中国农业大学,广东,2024,含机械设计制造及其自动化,611,15723,文科
中国农业大学,广东,2024,含应用气象学,611,15723,文科
中国农业大学,广东,2024,含化学,611,15723,文科
中国农业大学,广东,2024,含农业水利工程,610,16263,文科
中国农业大学,江苏,2024,（中外合作办学）以下专业国内学习期间学费每年8.8万元至11.46万元,600,4028,文科
中国农业大学,江苏,2024,（中外合作办学）（农业商务）（中外合作办学）以下专业国内学习期间学费每年8.8万元至11.46万元,598,4358,文科
中国农业大学,江苏,2024,-,622,1260,文科
中国农业大学,江苏,2024,（生命科学）,659,2662,文科
中国农业大学,江苏,2024,（信息科学）,646,5945,文科
中国农业大学,江苏,2024,（智能装备）,643,6950,文科
中国农业大学,四川,2024,（认同并执行四川省少数民族加分项目和分值）,601,1247,文科
中国农业大学,四川,2024,包含专业:工商管理,598,1476,文科
中国农业大学,四川,2024,认同并执行四川省少数民族加分项目和分值）（专业下设国际发展等方向,598,1476,文科
中国农业大学,四川,2024,包含专业:社会学,597,1565,文科
中国农业大学,四川,2024,（招收英语语种考生）（认同并执行四川省少数民族加分,595,1751,文科
中国农业大学,四川,2024,中外合作办学）（认同并执行四川省少数民族加分项目和分值）（学费国内一年级10万元/（生/年）,580,3564,文科
中国农业大学,四川,2024,生命科学）（包含专业：生物科学类,658,3130,理科
中国农业大学,四川,2024,信息科学）（包含专业：电子信息类,647,5444,理科
中国农业大学,四川,2024,智能装备）（包含专业:电子信息类,646,5705,理科
中国农业大学,四川,2024,包含专业:生物科学,642,6814,理科
中国农业大学,四川,2024,包含专业：动物医学,642,6814,理科
中国农业大学,四川,2024,包含专业:计算机科学与技术,641,7109,理科
中国农业大学,四川,2024,认同并执行四川省少数民族加分项目和分值）（包含农学,640,7412,理科
中国农业大学,四川,2024,（认同并执行四川省少数民族加分项目和分值）,639,7684,理科
中国农业大学,四川,2024,包含专业:电子信息工程,639,7684,理科
中国农业大学,四川,2024,包含专业:工商管理,634,9316,理科
中国农业大学,四川,2024,包含专业:机械设计制造及其自动化,634,9316,理科
中国农业大学,四川,2024,（认同并执行四川省少数民族加分项目和分值）（考生宜,633,9672,理科
中国农业大学,四川,2024,包含专业：地理信息科学,633,9672,理科
中国农业大学,四川,2024,包含专业:农业工程,633,9672,理科
中国农业大学,四川,2024,认同并执行四川省少数民族加分项目和分值）（专业下设国际发展等方向,632,10024,理科
中国农业大学,四川,2024,包含专业：化学,632,10024,理科
中国农业大学,四川,2024,包含专业:食品科学与工程,632,10024,理科
中国农业大学,四川,2024,包含专业:国际经济与贸易,631,10413,理科
中国农业大学,四川,2024,包含专业:应用气象学,631,10413,理科
中国农业大学,四川,2024,包含专业:农业水利工程,631,10413,理科
中国农业大学,四川,2024,中外合作办学）（认同并执行四川省少数民族加分项目和分值）（学费国内一年级10万元/（生/年）,615,17563,理科
中国农业大学,四川,2024,中外合作办学）（认同并执行四川省少数民族加分项目和分值）（学费国内一年级8.8万元/（生/年）,608,21383,理科
中国农业大学,湖北,2024,工商管理,604,1853,文科
中国农业大学,湖北,2024,（办学地点：北京市海淀区）,601,2082,文科
中国农业大学,湖北,2024,国际经济与贸易,601,2082,文科
中国农业大学,湖北,2024,新生到北京报到,592,2951,文科
中国农业大学,湖北,2024,中外合作办学）（学费国内一年级10万元/（生/年）,589,3279,文科
中国农业大学,湖北,2024,中外合作办学）（学费国内一年级8.8万元/（生/年）,582,4120,文科
中国农业大学,湖北,2024,生物科学,640,4495,文科
中国农业大学,湖北,2024,生命科学；生物科学类,640,4495,文科
中国农业大学,湖北,2024,智能装备；电子信息类,635,5543,文科
中国农业大学,湖北,2024,信息科学；电子信息类,634,5756,文科
中国农业大学,湖北,2024,动物医学,633,5982,文科
中国农业大学,湖北,2024,计算机科学与技术,631,6509,文科
中国农业大学,湖北,2024,化学,630,6777,文科
中国农业大学,湖北,2024,电子信息工程,629,7056,文科
中国农业大学,湖北,2024,农业工程,629,7056,文科
中国农业大学,湖北,2024,包含农学,628,7356,文科
中国农业大学,湖北,2024,机械设计制造及其自动化,628,7356,文科
中国农业大学,湖北,2024,应用气象学,627,7659,文科
中国农业大学,湖北,2024,农业水利工程,627,7659,文科
中国农业大学,湖北,2024,食品科学与工程,627,7659,文科
中国农业大学,山东,2024,（生命科学）,649,3491,文科
中国农业大学,山东,2024,（信息科学）,645,4286,文科
中国农业大学,山东,2024,-,640,5310,文科
中国农业大学,山东,2024,（智能装备）,637,6110,文科
中国农业大学,山东,2024,（中外合作办学）,598,23390,文科
中国农业大学,河南,2024,-,610,1227,文科
中国农业大学,河南,2024,专业下设国际发展等方向,608,1351,文科
中国农业大学,河南,2024,包含专业:工商管理,604,1661,文科
中国农业大学,河南,2024,包含专业:社会学,603,1723,文科
中国农业大学,河南,2024,（只招英语语种考生）,601,1902,文科
中国农业大学,河南,2024,中外合作办学）（合作方:美国科罗拉多大学（丹佛）;单列专业。学费国内一年级10万元/（生/年）,586,3651,文科
中国农业大学,河南,2024,中外合作办学）（合作方:美国俄克拉荷马州立大学;单列专业。学费国内一年级8.8万元/（生/年）,564,8193,文科
中国农业大学,河南,2024,信息科学）（包含专业:电子信息类,644,4966,理科
中国农业大学,河南,2024,智能装备）（包含专业:电子信息类,643,5177,理科
中国农业大学,河南,2024,生命科学）（包含专业:生物科学类,642,5385,理科
中国农业大学,河南,2024,包含专业:计算机科学与技术,633,7831,理科
中国农业大学,河南,2024,包含专业:电子信息工程,632,8139,理科
中国农业大学,河南,2024,包含专业:生物科学,631,8444,理科
中国农业大学,河南,2024,-,630,8810,理科
中国农业大学,河南,2024,包含专业:农业工程,627,9839,理科
中国农业大学,河南,2024,包含专业:机械设计制造及其自动化,626,10188,理科
中国农业大学,河南,2024,包含专业:应用气象学,624,10962,理科
中国农业大学,河南,2024,包含专业;地理信息科学,624,10962,理科
中国农业大学,河南,2024,包含专业:国际经济与贸易,623,11363,理科
中国农业大学,河南,2024,包含专业:化学,622,11767,理科
中国农业大学,河南,2024,学制五年）（包含专业:动物医学,622,11767,理科
中国农业大学,河南,2024,包含专业:工商管理,622,11767,理科
中国农业大学,河南,2024,包含专业:食品科学与工程,621,12204,理科
中国农业大学,河南,2024,包含专业:农业水利工程,621,12204,理科
中国农业大学,河南,2024,（考生宜有一定的绘画基础）,621,12204,理科
中国农业大学,河南,2024,包含农学,599,24309,理科
中国农业大学,河南,2024,中外合作办学）（合作方:美国科罗拉多大学（丹佛）;单列专业。学费国内一年级10万元/（生/年）,593,28637,理科
中国农业大学,河南,2024,中外合作办学）（合作方:美国俄克拉荷马州立大学;单列专业。学费国内一年级8.8万元/（生/年）,575,44463,理科
中国农业大学,湖南,2024,-,611,1210,文科
中国农业大学,湖南,2024,包含国际经济与贸易,610,1270,文科
中国农业大学,湖南,2024,包含工商管理,609,1322,文科
中国农业大学,湖南,2024,包含社会学,608,1375,文科
中国农业大学,湖南,2024,（外语语种为英语）,607,1448,文科
中国农业大学,湖南,2024,新生到北京报到,593,2661,文科
中国农业大学,湖南,2024,生命科学）（包含生物科学类,638,3945,文科
中国农业大学,湖南,2024,信息科学）（包含电子信息类,633,4822,文科
中国农业大学,湖南,2024,智能装备）（包含电子信息类,627,6131,文科
中国农业大学,湖南,2024,包含生物科学,626,6373,文科
中国农业大学,湖南,2024,包含计算机科学与技术,626,6373,文科
中国农业大学,湖南,2024,包含动物医学,625,6615,文科
中国农业大学,湖南,2024,包含食品科学与工程,623,7093,文科
中国农业大学,湖南,2024,包含农学,622,7326,文科
中国农业大学,湖南,2024,包含农业工程,622,7326,文科
中国农业大学,湖南,2024,包含电子信息工程,621,7576,文科
中国农业大学,湖南,2024,包含化学,619,8108,文科
中国农业大学,湖南,2024,包含地理信息科学,619,8108,文科
中国农业大学,湖南,2024,包含机械设计制造及其自动化,619,8108,文科
中国农业大学,湖南,2024,包含应用气象学,618,8373,文科
中国农业大学,湖南,2024,包含农业水利工程,618,8373,文科
中国农业大学,湖南,2024,在我省的招生实施区域为40个脱贫县,606,12125,文科
中国农业大学,浙江,2023,（生命科学）,663,6988,文科
中国农业大学,浙江,2023,-,662,7426,文科
中国农业大学,浙江,2023,（信息科学）,660,8082,文科
中国农业大学,浙江,2023,（中外合作办学）,655,10408,文科
中国农业大学,北京,2023,-,640,3925,文科
中国农业大学,北京,2023,（生命科学）,662,1662,文科
中国农业大学,北京,2023,（信息科学）,644,3455,文科
中国农业大学,北京,2023,（智能装备）,641,3816,文科
中国农业大学,北京,2023,（五年制）,636,4458,文科
中国农业大学,北京,2023,（中外合作办学）,617,7361,文科
中国农业大学,上海,2023,-,574,3270,文科
中国农业大学,上海,2023,含动物医学,574,3270,文科
中国农业大学,上海,2023,含化学,567,4425,文科
中国农业大学,上海,2023,含食品科学与工程,565,4750,文科
中国农业大学,广东,2023,中外合作办学,600,3398,文科
中国农业大学,广东,2023,含计算机科学与技术,632,9665,文科
中国农业大学,广东,2023,智能装备,632,9665,文科
中国农业大学,广东,2023,信息科学,628,11328,文科
中国农业大学,广东,2023,含工商管理,626,12228,文科
中国农业大学,广东,2023,（住宿费：待定；办学地点：北京市海淀区）,626,12228,文科
中国农业大学,广东,2023,含电子信息工程,626,12228,文科
中国农业大学,广东,2023,含农业工程,626,12228,文科
中国农业大学,广东,2023,学费:3000元/学年,625,12681,文科
中国农业大学,广东,2023,含机械设计制造及其自动化,623,13603,文科
中国农业大学,广东,2023,含国际经济与贸易,622,14084,文科
中国农业大学,广东,2023,含农业水利工程,622,14084,文科
中国农业大学,广东,2023,生命科学,649,4334,文科
中国农业大学,广东,2023,学费:5000元/学年含生物科学,637,7792,文科
中国农业大学,广东,2023,含农学,632,9665,文科
中国农业大学,广东,2023,学费:3000元/学年含动物医学,631,10057,文科
中国农业大学,广东,2023,含地理信息科学,628,11328,文科
中国农业大学,广东,2023,含食品科学与工程,622,14084,文科
中国农业大学,广东,2023,含化学,621,14553,文科
中国农业大学,广东,2023,含应用气象学,620,15025,文科
中国农业大学,江苏,2023,-,624,1322,文科
中国农业大学,江苏,2023,（中外合作办学）（农业商务）,602,3940,文科
中国农业大学,江苏,2023,（中外合作办学）,601,4091,文科
中国农业大学,江苏,2023,（生命科学）,651,4919,文科
中国农业大学,江苏,2023,（信息科学）,645,6898,文科
中国农业大学,江苏,2023,（智能装备）,645,6898,文科
中国农业大学,江苏,2023,（考生宜有绘画基础）,640,8828,文科
中国农业大学,四川,2023,包含专业:社会学,596,1445,文科
中国农业大学,四川,2023,-,594,1616,文科
中国农业大学,四川,2023,包含专业:工商管理,594,1616,文科
中国农业大学,四川,2023,专业备注:专业下设国际发展等方向,593,1701,文科
中国农业大学,四川,2023,（招收英语语种考生招收英语语种考生英语）,591,1884,文科
中国农业大学,四川,2023,中外合作,581,3185,文科
中国农业大学,四川,2023,生命科学包含专业：生物科学类,650,4472,理科
中国农业大学,四川,2023,信息科学包含专业：电子信息类,646,5364,理科
中国农业大学,四川,2023,包含专业：生物科学,644,5866,理科
中国农业大学,四川,2023,智能装备包含专业：电子信息类,644,5866,理科
中国农业大学,四川,2023,包含专业：计算机科学与技术,639,7177,理科
中国农业大学,四川,2023,包含专业：动物医学,634,8606,理科
中国农业大学,四川,2023,包含专业：电子信息工程,634,8606,理科
中国农业大学,四川,2023,专业备注：包含农学,633,8891,理科
中国农业大学,四川,2023,包含专业：应用气象学,632,9205,理科
中国农业大学,四川,2023,包含专业：食品科学与工程,631,9518,理科
中国农业大学,四川,2023,包含专业：农业工程,631,9518,理科
中国农业大学,四川,2023,（专业备注：考生宜有一定的绘画基础专业备注：考生宜,631,9518,理科
中国农业大学,四川,2023,专业备注：专业下设国际发展等方向,631,9518,理科
中国农业大学,四川,2023,-,630,9834,理科
中国农业大学,四川,2023,包含专业：工商管理,629,10159,理科
中国农业大学,四川,2023,包含专业：国际经济与贸易,629,10159,理科
中国农业大学,四川,2023,包含专业：化学,629,10159,理科
中国农业大学,四川,2023,包含专业：地理信息科学,629,10159,理科
中国农业大学,四川,2023,包含专业：机械设计制造及其自动化,628,10487,理科
中国农业大学,四川,2023,包含专业：农业水利工程,628,10487,理科
中国农业大学,四川,2023,中外合作,602,21220,理科
中国农业大学,湖北,2023,（中外合作办学）（学费国内每年8.8至9.5万元；,585,3561,文科
中国农业大学,湖北,2023,中外合作办学）（学费国内每年8.8至9.5万元如出国学习,580,4105,文科
中国农业大学,湖北,2023,中外合作办学）（学费国内每年8.8至9.5万元；如出国学习,580,4105,文科
中国农业大学,湖北,2023,新生到北京报到,597,2339,文科
中国农业大学,湖北,2023,（信息科学；电子信息本科批）,638,6073,文科
中国农业大学,湖北,2023,智能装备；电子信息类,637,6305,文科
中国农业大学,湖北,2023,计算机科学与技术,634,7081,文科
中国农业大学,湖北,2023,电子信息工程,633,7357,文科
中国农业大学,湖北,2023,农业工程,633,7357,文科
中国农业大学,湖北,2023,-,632,7635,文科
中国农业大学,湖北,2023,国际经济与贸易,631,7909,文科
中国农业大学,湖北,2023,机械设计制造及其自动化,631,7909,文科
中国农业大学,湖北,2023,工商管理,629,8494,文科
中国农业大学,湖北,2023,（考生宜有一定的绘画基础）,629,8494,文科
中国农业大学,湖北,2023,农业水利工程,629,8494,文科
中国农业大学,湖北,2023,社会学,629,8494,文科
中国农业大学,湖北,2023,生命科学；生物科学类,666,1310,文科
中国农业大学,湖北,2023,动物医学,641,5367,文科
中国农业大学,湖北,2023,包含农学,639,5814,文科
中国农业大学,湖北,2023,生物科学,634,7081,文科
中国农业大学,湖北,2023,化学,629,8494,文科
中国农业大学,湖北,2023,地理信息科学,629,8494,文科
中国农业大学,湖北,2023,食品科学与工程,629,8494,文科
中国农业大学,湖北,2023,应用气象学,628,8812,文科
中国农业大学,山东,2023,（生命科学）,654,3373,文科
中国农业大学,山东,2023,生物科学,647,4683,文科
中国农业大学,山东,2023,（信息科学）,645,5244,文科
中国农业大学,山东,2023,计算机科学与技术,644,5355,文科
中国农业大学,山东,2023,电子信息工程,643,5667,文科
中国农业大学,山东,2023,包含农学,639,6689,文科
中国农业大学,山东,2023,-,638,7182,文科
中国农业大学,山东,2023,食品科学与工程,632,8906,文科
中国农业大学,山东,2023,农业工程,631,9177,文科
中国农业大学,山东,2023,包含工商管理,630,9506,文科
中国农业大学,山东,2023,化学,630,9641,文科
中国农业大学,山东,2023,国际经济与贸易,629,9781,文科
中国农业大学,山东,2023,应用气象学,629,9723,文科
中国农业大学,山东,2023,社会学,629,9677,文科
中国农业大学,山东,2023,机械设计制造及其自动化,627,10545,文科
中国农业大学,山东,2023,动物医学,626,10935,文科
中国农业大学,山东,2023,农业水利工程,624,11730,文科
中国农业大学,山东,2023,地理信息科学,623,12145,文科
中国农业大学,山东,2023,（二次志愿）,609,18801,文科
中国农业大学,山东,2023,（中外合作办学）,601,23332,文科
中国农业大学,河南,2023,-,629,1233,文科
中国农业大学,河南,2023,包含专业:工商管理,628,1310,文科
中国农业大学,河南,2023,专业下设国际发展等方向,628,1310,文科
中国农业大学,河南,2023,包含专业:社会学,627,1386,文科
中国农业大学,河南,2023,（只招英语语种考生）,626,1451,文科
中国农业大学,河南,2023,中外合作办学）（学费待定;合作方:美国科罗拉多大学）（丹佛;单列专业.学费国内每年8.8至9.5万元;如出国学习,609,3260,文科
中国农业大学,河南,2023,中外合作办学）（学费待定;合作方:美国俄克拉荷马州立大学;单列专业.学费国内每年8.8至9.5万元;出国学习期间合作院校将按留学生标准收取学费;详细信息请务必向国际学院咨询:010-62737793/4,607,3541,文科
中国农业大学,河南,2023,生命科学）（包含专业:生物科学类,645,4102,理科
中国农业大学,河南,2023,智能装备）（包含专业:电子信息类,641,4934,理科
中国农业大学,河南,2023,信息科学）（包含专业:电子信息类,637,5800,理科
中国农业大学,河南,2023,包含专业:生物科学,631,7493,理科
中国农业大学,河南,2023,包含专业:计算机科学与技术,629,8100,理科
中国农业大学,河南,2023,-,628,8437,理科
中国农业大学,河南,2023,包含专业:电子信息工程,628,8437,理科
中国农业大学,河南,2023,包含专业:化学,627,8771,理科
中国农业大学,河南,2023,包含专业:机械设计制造及其自动化,624,9823,理科
中国农业大学,河南,2023,包含专业:农业工程,623,10186,理科
中国农业大学,河南,2023,包含专业:动物医学,622,10580,理科
中国农业大学,河南,2023,包含专业:工商管理,622,10580,理科
中国农业大学,河南,2023,包含专业:地理信息科学,622,10580,理科
中国农业大学,河南,2023,包含专业:食品科学与工程,622,10580,理科
中国农业大学,河南,2023,包含专业:国际经济与贸易,621,10964,理科
中国农业大学,河南,2023,包含专业:应用气象学,620,11310,理科
中国农业大学,河南,2023,专业下设国际发展等方向,620,11310,理科
中国农业大学,河南,2023,（考生宜有一定的绘画基础）,620,11310,理科
中国农业大学,河南,2023,包含专业:农业水利工程,613,14404,理科
中国农业大学,河南,2023,包含农学,611,15415,理科
中国农业大学,河南,2023,中外合作办学）（学费待定;合作方:美国科罗拉多大学）（丹佛;单列专业.学费国内每年8.8至9.5万元;如出国学习,596,24444,理科
中国农业大学,河南,2023,中外合作办学）（学费待定;合作方:美国俄克拉荷马州立大学;单列专业.学费国内每年8.8至9.5万元;出国学习期间合作院校将按留学生标准收取学费;详细信息请务必向国际学院咨询:010-62737793/4,590,28881,理科
中国农业大学,湖南,2023,包含国际经济与贸易,609,1227,文科
中国农业大学,湖南,2023,办学地点：海淀区；包含工商管理,608,1287,文科
中国农业大学,湖南,2023,（办学地点：海淀区；只招收英语语种考生）,607,1338,文科
中国农业大学,湖南,2023,（办学地点：海淀区）,606,1389,文科
中国农业大学,湖南,2023,包含社会学,605,1451,文科
中国农业大学,湖南,2023,办学地点：海淀区；专业下设国际发展等方向,603,1590,文科
中国农业大学,湖南,2023,新生到北京报到,593,2320,文科
中国农业大学,湖南,2023,信息科学）（办学地点：海淀区;包含电子信息类,634,4948,文科
中国农业大学,湖南,2023,智能装备）（办学地点：海淀区;包含电子信息类,632,5340,文科
中国农业大学,湖南,2023,包含计算机科学与技术,628,6240,文科
中国农业大学,湖南,2023,包含电子信息工程,626,6725,文科
中国农业大学,湖南,2023,（办学地点:海淀区）,624,7221,文科
中国农业大学,湖南,2023,包含农业工程,621,8068,文科
中国农业大学,湖南,2023,包含机械设计制造及其自动化,621,8068,文科
中国农业大学,湖南,2023,办学地点:海淀区;包含工商管理,620,8343,文科
中国农业大学,湖南,2023,包含农业水利工程,620,8343,文科
中国农业大学,湖南,2023,生命科学）（办学地点：海淀区;包含生物科学类,631,5544,文科
中国农业大学,湖南,2023,包含生物科学,627,6483,文科
中国农业大学,湖南,2023,办学地点：海淀区；包含农学,625,6984,文科
中国农业大学,湖南,2023,包含食品科学与工程,618,8925,文科
中国农业大学,湖南,2023,包含化学,618,8925,文科
中国农业大学,湖南,2023,包含地理信息科学,618,8925,文科
中国农业大学,湖南,2023,包含应用气象学,617,9244,文科
中国农业大学,湖南,2023,包含动物医学,617,9244,文科
中国农业大学,湖南,2023,办学地点:海淀区;新生到北京报到,605,13310,文科
中国农业大学,湖南,2023,-,603,14060,文科
中国农业大学,湖南,2023,办学地点：海淀区;新生到北京报到,600,15243,文科
吉林大学,浙江,2024,（涉外法治人才试验班）,668,5421,文科
吉林大学,浙江,2024,-,667,5745,文科
吉林大学,浙江,2024,（5+3一体化）,664,6484,文科
吉林大学,浙江,2024,匡亚明班,661,7672,文科
吉林大学,浙江,2024,（白求恩班）,660,8297,文科
吉林大学,浙江,2024,唐敖庆班,658,8827,文科
吉林大学,浙江,2024,（王湘浩班）,658,8717,文科
吉林大学,浙江,2024,5+3一体化,656,9730,文科
吉林大学,浙江,2024,饶斌班,655,10061,文科
吉林大学,浙江,2024,（含新能源汽车和智能汽车方向）,655,10092,文科
吉林大学,浙江,2024,（双学士学位）,650,12498,文科
吉林大学,浙江,2024,（中外合作办学）,643,16403,文科
吉林大学,北京,2024,含经济学,631,5623,文科
吉林大学,北京,2024,（国别与区域经济）（办学地点:前卫南区）,629,5925,文科
吉林大学,北京,2024,（涉外法治人才试验班）（办学地点:前卫南区）,659,2302,文科
吉林大学,北京,2024,非英语语种考生慎重报考,650,3176,文科
吉林大学,北京,2024,匡亚明班,649,3267,文科
吉林大学,北京,2024,饶斌班）（新能源汽车与智能网联汽车方向,648,3382,文科
吉林大学,北京,2024,（办学地点:前卫南区）（03）物理（必须选考）:）,646,3611,文科
吉林大学,北京,2024,含电子科学与技术,644,3844,文科
吉林大学,北京,2024,（办学地点:前卫南区）,642,4108,文科
吉林大学,北京,2024,含新能源汽车和智能汽车方向,639,4478,文科
吉林大学,北京,2024,（办学地点:南岭校区）,639,4478,文科
吉林大学,北京,2024,（办学地点:南湖校区）,638,4633,文科
吉林大学,北京,2024,含数学与应用数学,637,4789,文科
吉林大学,北京,2024,含物理学,636,4929,文科
吉林大学,北京,2024,第一,635,5055,文科
吉林大学,北京,2024,入校后可申请新加坡国立大学3+1+1,635,5055,文科
吉林大学,北京,2024,含材料科学与工程,633,5307,文科
吉林大学,北京,2024,含生物科学,632,5467,文科
吉林大学,北京,2024,含化学,631,5623,文科
吉林大学,北京,2024,含会计学,630,5783,文科
吉林大学,北京,2024,双学士学位）（物流管理-计算机科学与技术双学士学位复合型人才培养项目:商学与管理学院和计算机科学与技术学院联合建设,629,5925,文科
吉林大学,北京,2024,5+3一体化）（五年）（白求恩第一临床医学院,627,6215,文科
吉林大学,北京,2024,白求恩班）（五年）（白求恩第一临床医学院,626,6380,文科
吉林大学,上海,2024,（非英语语种考生慎报）,570,4158,文科
