大学,省份,年份,专业,最低分,最低位次,文理科
清华大学,浙江,2024,（通用基础类）,711,35,文科
清华大学,浙江,2024,-,708,59,文科
清华大学,浙江,2024,（物理基础类）,707,81,文科
清华大学,北京,2024,五年）（含建筑学,688,423,文科
清华大学,北京,2024,至善书院）（含经济学,688,423,文科
清华大学,北京,2024,（新雅书院）（含社会学等全校各专业）,688,423,文科
清华大学,北京,2024,经济,688,423,文科
清华大学,北京,2024,含法学,688,423,文科
清华大学,北京,2024,（新雅书院）（含工程管理（等全校各专业）,698,148,文科
清华大学,北京,2024,（含电子信息科学与技术）,689,384,文科
清华大学,北京,2024,含计算机科学与技术,689,384,文科
清华大学,北京,2024,含土木,689,384,文科
清华大学,北京,2024,（卓越医师科学家）（八年医）（含临床医学（卓越医师,689,384,文科
清华大学,北京,2024,（协和（八年医）（含临床医学（协和）,689,384,文科
清华大学,北京,2024,数理类）（含数学与应用数学,689,384,文科
清华大学,北京,2024,（含自动化（含信息管理信息系统方向）,689,384,文科
清华大学,北京,2024,（秀钟书院）（含交叉工程）,689,384,文科
清华大学,北京,2024,（为先书院）（含交叉工程）,689,384,文科
清华大学,北京,2024,（笃实书院）（含交叉工程）,689,384,文科
清华大学,北京,2024,智能制造与装备类）（含机械工程,689,384,文科
清华大学,北京,2024,能源与电气类）（含建筑环境与能源应用工程,689,384,文科
清华大学,北京,2024,化生类）（含化学,689,384,文科
清华大学,广东,2024,（外文实验班）（含英语专业；住宿费：待定；办学地点,665,20,文科
清华大学,广东,2024,经济,665,20,文科
清华大学,广东,2024,至善书院）（含经济学,665,20,文科
清华大学,广东,2024,含法学,665,20,文科
清华大学,广东,2024,（新雅书院）（含工程管理等全校各专业；住宿费：待定,693,47,文科
清华大学,广东,2024,含建筑学,692,56,文科
清华大学,广东,2024,含计算机科学与技术,694,41,文科
清华大学,广东,2024,（卓越医师科学家）（含临床医学卓越医师科学家专业；,693,47,文科
清华大学,广东,2024,（协和）（年3含临床医学协和专业；住宿费：待定；办,692,56,文科
清华大学,广东,2024,数理类）（含数学与应用数学,691,62,文科
清华大学,广东,2024,（秀钟书院）（含交叉工程专业；住宿费：待定；办学地,691,62,文科
清华大学,广东,2024,（为先书院）（含交叉工程专业；住宿费：待定；办学地,691,62,文科
清华大学,广东,2024,能源与电气类）（含建筑环境与能源应用工程,691,62,文科
清华大学,广东,2024,（笃实书院）（含交叉工程专业；住宿费：待定；办学地,691,62,文科
清华大学,广东,2024,（含电子信息科学与技术专业；住宿费：待定；办学地点,689,85,文科
清华大学,广东,2024,（含自动化含信息管理信息系统专业；住宿费：待定；办,689,85,文科
清华大学,广东,2024,含土木,688,100,文科
清华大学,广东,2024,化生类）（含化学,688,100,文科
清华大学,广东,2024,智能制造与装备类）（含机械工程,688,100,文科
清华大学,广东,2024,（校本部）（待定）,665,20,文科
清华大学,广东,2024,住宿费待定）（定向生录取分数要求按我校招生章程执行,680,245,文科
清华大学,江苏,2024,经济,668,,文科
清华大学,江苏,2024,-,695,,文科
清华大学,江苏,2024,（新雅书院）,694,,文科
清华大学,江苏,2024,（化生类）,698,,文科
清华大学,江苏,2024,（电子信息科学与技术）,694,,文科
清华大学,江苏,2024,（笃实书院）,694,,文科
清华大学,江苏,2024,（协和）,692,,文科
清华大学,江苏,2024,（为先书院）,692,,文科
清华大学,江苏,2024,（数理类）,691,,文科
清华大学,江苏,2024,（能源与电气类）,691,,文科
清华大学,江苏,2024,（智能制造与装备类）,690,,文科
清华大学,四川,2024,（新雅书院）（包含专业:社会学（等全校各专业））（,654,,文科
清华大学,四川,2024,（新雅书院）（包含专业:工程管理（等全校各专业））,705,,理科
清华大学,四川,2024,包含专业:计算机科学与技术,704,,理科
清华大学,四川,2024,包含专业:建筑学,701,,理科
清华大学,四川,2024,（包含专业:电子信息科学与技术）（认同并执行四川省,700,,理科
清华大学,四川,2024,数理类）（包含专业:数学与应用数学,699,,理科
清华大学,四川,2024,（笃实书院）（包含专业:交叉工程）（认同并执行四川,699,,理科
清华大学,四川,2024,（协和）（包含专业：临床医学（协和））（认同并执行,698,63,理科
清华大学,四川,2024,（卓越医师科学家）（包含专业：临床医学（卓越医师科,698,63,理科
清华大学,四川,2024,经济,698,63,理科
清华大学,四川,2024,（包含专业:自动化（含信息管理信息系统方向））（认,698,63,理科
清华大学,四川,2024,（为先书院）（包含专业：交叉工程）（认同并执行四川,697,77,理科
清华大学,四川,2024,智能制造与装备类）（包含专业:机械工程,697,77,理科
清华大学,四川,2024,化生类）（包含专业:化学,696,85,理科
清华大学,山东,2024,（通用基础类）,697,45,文科
清华大学,山东,2024,-,693,83,文科
清华大学,山东,2024,（物理基础类）,691,124,文科
清华大学,河南,2024,至善书院）（包含专业:经济学,671,,文科
清华大学,河南,2024,经济,663,22,文科
清华大学,河南,2024,（外文实验班）（包含专业:英语;办学地点:清华大学,658,36,文科
清华大学,河南,2024,包含专业:计算机科学与技术,708,13,理科
清华大学,河南,2024,（新雅书院）（包含专业:工程管理（等全校各专业）;,707,17,理科
清华大学,河南,2024,（包含专业:电子信息科学与技术;办学地点:清华大学,703,33,理科
清华大学,河南,2024,（包含专业:自动化（含信息管理信息系统方向）;办学,703,33,理科
清华大学,河南,2024,（为先书院）（包含专业:交叉工程;办学地点:清华大,699,64,理科
清华大学,河南,2024,化生类）（包含专业:化学,699,64,理科
清华大学,河南,2024,（协和）（学制八年医）（包含专业:临床医学（协和）,698,75,理科
清华大学,河南,2024,（笃实书院）（:包含专业:交叉工程;办学地点:清华,698,75,理科
清华大学,河南,2024,数理类）（包含专业:数学与应用数学,697,81,理科
清华大学,河南,2024,智能制造与装备类）（包含专业:机械工程,696,94,理科
清华大学,河南,2024,能源与电气类）（包含专业:建筑环境与能源应用工程,696,94,理科
清华大学,河南,2024,（秀钟书院）（包含专业:交叉工程;办学地点:清华大,696,94,理科
清华大学,湖南,2024,（外文实验班）（包含英语）,654,53,文科
清华大学,湖南,2024,（新雅书院）（包含社会学等全校各专业）,654,53,文科
清华大学,湖南,2024,经济,654,53,文科
清华大学,湖南,2024,至善书院）（包含经济学,654,53,文科
清华大学,湖南,2024,外文实验班）（包含英语;在我省的招生实施区域为40个脱贫县,653,57,文科
清华大学,湖南,2024,包含法学,653,57,文科
清华大学,湖南,2024,包含建筑学,689,84,文科
清华大学,湖南,2024,（新雅书院）（包含工程管理等全校各专业）,689,84,文科
清华大学,湖南,2024,（包含电子信息科学与技术）,692,59,文科
清华大学,湖南,2024,包含计算机科学与技术,692,59,文科
清华大学,湖南,2024,（卓越医师科学家）（包含临床医学（卓越医师科学家）,692,59,文科
清华大学,湖南,2024,数理类）（包含数学与应用数学,692,59,文科
清华大学,湖南,2024,（包含自动化（含信息管理信息系统方向））,692,59,文科
清华大学,湖南,2024,（为先书院）（包含交叉工程）,692,59,文科
清华大学,湖南,2024,能源与电气类）（包含建筑环境与能源应用工程,692,59,文科
清华大学,湖南,2024,智能制造与装备类）（包含机械工程,692,59,文科
清华大学,湖南,2024,包含土木,691,70,文科
清华大学,湖南,2024,（协和）（包含临床医学（协和））,691,70,文科
清华大学,湖南,2024,化生类）（包含化学,691,70,文科
清华大学,湖南,2024,（秀钟书院）（包含交叉工程）,691,70,文科
清华大学,湖南,2024,（笃实书院）（包含交叉工程）,691,70,文科
清华大学,湖南,2024,笃实书院）（包含交叉工程;在我省的招生实施区域为40个脱贫县,688,102,文科
清华大学,湖南,2024,秀钟书院）（包含交叉工程;在我省的招生实施区域为40个脱贫县,686,137,文科
清华大学,湖南,2024,包含自动化（含信息管理信息系统方向）;在我省的招生实施区域为40个脱贫县,684,181,文科
清华大学,湖南,2024,为先书院）（包含交叉工程;在我省的招生实施区域为40个脱贫县,684,181,文科
清华大学,湖南,2024,包含临床医学;在我省的招生实施区域为40个脱贫县,683,201,文科
清华大学,浙江,2023,（通用基础类）,716,2,文科
清华大学,浙江,2023,-,704,69,文科
清华大学,浙江,2023,（物理基础类）,704,75,文科
清华大学,北京,2023,机械,690,221,文科
清华大学,北京,2023,（五年制）,685,368,文科
清华大学,北京,2023,-,685,368,文科
清华大学,北京,2023,（为先书院）,685,368,文科
清华大学,北京,2023,（能源与电气）,685,368,文科
清华大学,北京,2023,（数理）,685,368,文科
清华大学,北京,2023,（新雅书院）,685,368,文科
清华大学,北京,2023,经济,685,368,文科
清华大学,北京,2023,（协和）（八年制）,685,368,文科
清华大学,北京,2023,（卓越医师科学家）（八年制）,685,368,文科
清华大学,北京,2023,（化生类）,685,368,文科
清华大学,北京,2023,（秀钟书院）,685,368,文科
清华大学,广东,2023,经济,674,,文科
清华大学,广东,2023,含经济学,674,,文科
清华大学,广东,2023,含法学,674,,文科
清华大学,广东,2023,新雅书院,703,,文科
清华大学,广东,2023,含计算机科学与技术,701,,文科
清华大学,广东,2023,数理,698,39,文科
清华大学,广东,2023,含电子信息科学与技术专业（含电子信息科学与技术专业,695,71,文科
清华大学,广东,2023,含自动化,695,71,文科
清华大学,广东,2023,含土木工程（含交通,694,85,文科
清华大学,广东,2023,含建筑学,693,96,文科
清华大学,广东,2023,机械,693,96,文科
清华大学,广东,2023,为先书院,693,96,文科
清华大学,广东,2023,能源与电气,693,96,文科
清华大学,广东,2023,卓越医师科学家,699,35,文科
清华大学,广东,2023,协和,697,45,文科
清华大学,广东,2023,化生类,694,85,文科
清华大学,广东,2023,秀钟书院,694,85,文科
清华大学,广东,2023,住宿费：待定；办学地点：校本部,673,,文科
清华大学,广东,2023,定向中核,681,402,文科
清华大学,江苏,2023,经济,673,,文科
清华大学,江苏,2023,（新雅书院）,700,,文科
清华大学,江苏,2023,-,694,,文科
清华大学,江苏,2023,（为先书院）,690,,文科
清华大学,江苏,2023,（能源与电气）,690,,文科
清华大学,江苏,2023,机械,690,,文科
清华大学,江苏,2023,（化生类）,696,,文科
清华大学,江苏,2023,（协和）,694,,文科
清华大学,四川,2023,（新雅书院包含专业:社会学等全校各专业）,648,,文科
清华大学,四川,2023,经济,647,,文科
清华大学,四川,2023,化生类包含专业：化学,707,,理科
清华大学,四川,2023,（新雅书院包含专业：物理学等全校各专业）,705,,理科
清华大学,四川,2023,包含专业：计算机科学与技术,704,,理科
清华大学,四川,2023,包含专业：建筑学,703,,理科
清华大学,四川,2023,经济,699,,理科
清华大学,四川,2023,（卓越医师科学家包含专业：临床医学卓越医师科学家）,699,,理科
清华大学,四川,2023,能源与电气包含专业：建筑环境与能源应用工程,699,,理科
清华大学,四川,2023,包含专业：自动化,699,,理科
清华大学,四川,2023,（包含专业：电子信息科学与技术）,699,,理科
清华大学,四川,2023,（协和包含专业：临床医学协和）,698,62,理科
清华大学,四川,2023,数理包含专业：数学与应用数学,698,62,理科
清华大学,四川,2023,为先书院包含专业：生物医学工程,698,62,理科
清华大学,四川,2023,机械,698,62,理科
清华大学,山东,2023,（通用基础类）,711,4,文科
清华大学,山东,2023,-,694,88,文科
清华大学,山东,2023,（物理基础类）,691,141,文科
清华大学,河南,2023,经济,692,,文科
清华大学,河南,2023,包含专业:社会学,685,,文科
清华大学,河南,2023,（新雅书院）（包含专业:物理学）（等全校各专业;办,710,,理科
清华大学,河南,2023,经济,706,28,理科
清华大学,河南,2023,包含专业:自动化,705,34,理科
清华大学,河南,2023,（包含专业:电子信息科学与技术;办学地点:清华大学,702,55,理科
清华大学,河南,2023,包含专业:法学,702,55,理科
清华大学,河南,2023,包含专业:建筑学,701,63,理科
清华大学,河南,2023,包含专业:计算机科学与技术,699,80,理科
清华大学,河南,2023,能源与电气）（包含专业:建筑环境与能源应用工程,699,80,理科
清华大学,河南,2023,（协和）（包含专业:临床医学）（协和;办学地点:清,698,94,理科
清华大学,河南,2023,数理）（包含专业:数学与应用数学,698,94,理科
清华大学,河南,2023,为先书院）（包含专业:生物医学工程,698,94,理科
清华大学,河南,2023,机械,698,94,理科
清华大学,河南,2023,（卓越医师科学家）（包含专业:临床医学）（卓越医师,698,94,理科
清华大学,河南,2023,化生类）（包含专业:化学,698,94,理科
北京大学,浙江,2024,-,721,2,文科
北京大学,浙江,2024,（元培）,721,3,文科
北京大学,浙江,2024,（文科基础类专业）,707,69,文科
北京大学,浙江,2024,（理科基础类专业）,707,78,文科
北京大学,北京,2024,-,688,423,文科
北京大学,北京,2024,（信息管理系）,688,423,文科
北京大学,北京,2024,（只招英语考生）,688,423,文科
北京大学,北京,2024,含汉语言文学,688,423,文科
北京大学,北京,2024,含历史学（中国史）,688,423,文科
北京大学,北京,2024,含哲学,688,423,文科
北京大学,北京,2024,含经济学,688,423,文科
北京大学,北京,2024,含社会学,688,423,文科
北京大学,北京,2024,含城市管理,688,423,文科
北京大学,北京,2024,（国关）（含社会学类）,688,423,文科
北京大学,北京,2024,含新闻学,688,423,文科
北京大学,北京,2024,（含艺术史论）,688,423,文科
北京大学,北京,2024,含心理学,688,423,文科
北京大学,北京,2024,含金融学,700,117,文科
北京大学,北京,2024,元培）（含中国语言文学类,700,117,文科
北京大学,北京,2024,（古建）,690,354,文科
北京大学,北京,2024,天体物理,690,354,文科
北京大学,北京,2024,环境,690,354,文科
北京大学,北京,2024,含化学,690,354,文科
北京大学,北京,2024,含环境科学,690,354,文科
北京大学,北京,2024,含数学与应用数学（数学）,690,354,文科
北京大学,北京,2024,含电子信息科学与技术,690,354,文科
北京大学,北京,2024,含物理学,690,354,文科
北京大学,北京,2024,含计算机科学与技术,690,354,文科
北京大学,北京,2024,含生物科学,690,354,文科
北京大学,北京,2024,含地球物理学,690,354,文科
北京大学,北京,2024,含理论与应用力学,690,354,文科
北京大学,北京,2024,（元培）（含数学类）,690,354,文科
北京大学,北京,2024,含地质学,690,354,文科
北京大学,广东,2024,（住宿费：待定；办学地点：校本部）,662,35,文科
北京大学,广东,2024,（信息管理系）（住宿费：待定；办学地点：校本部）,662,35,文科
北京大学,广东,2024,（外语语种：英语；住宿费：待定；办学地点：校本部）,662,35,文科
北京大学,广东,2024,含汉语言文学,662,35,文科
北京大学,广东,2024,含历史学中国史,662,35,文科
北京大学,广东,2024,含哲学,662,35,文科
北京大学,广东,2024,含经济学,662,35,文科
北京大学,广东,2024,含社会学,662,35,文科
北京大学,广东,2024,含金融学,662,35,文科
北京大学,广东,2024,含城市管理,662,35,文科
北京大学,广东,2024,元培）（含中国语言文学类,662,35,文科
北京大学,广东,2024,（国关）（含社会学类专业；住宿费：待定；办学地点：,662,35,文科
北京大学,广东,2024,含新闻学,662,35,文科
北京大学,广东,2024,（含艺术史论专业；住宿费：待定；办学地点：校本部）,662,35,文科
北京大学,广东,2024,含数学与应用数学数学,694,41,文科
北京大学,广东,2024,含地球物理学,693,47,文科
北京大学,广东,2024,（元培）（含数学类专业；住宿费：待定；办学地点：校,693,47,文科
北京大学,广东,2024,（光华）（含数学类专业；住宿费：待定；办学地点：校,692,56,文科
北京大学,广东,2024,（法学院）（含数学类专业；住宿费：待定；办学地点：,692,56,文科
北京大学,广东,2024,（经济）（含数学类专业；住宿费：待定；办学地点：校,692,56,文科
北京大学,广东,2024,（古建）（住宿费：待定；办学地点：校本部）,689,85,文科
北京大学,广东,2024,天体物理,689,85,文科
北京大学,广东,2024,环境,689,85,文科
北京大学,广东,2024,含化学,689,85,文科
北京大学,广东,2024,含环境科学,689,85,文科
北京大学,广东,2024,含电子信息科学与技术,689,85,文科
北京大学,广东,2024,含物理学,689,85,文科
北京大学,广东,2024,含计算机科学与技术,689,85,文科
北京大学,广东,2024,含生物科学,689,85,文科
北京大学,广东,2024,含理论与应用力学,689,85,文科
北京大学,广东,2024,含地质学,689,85,文科
北京大学,江苏,2024,（元培）,686,,文科
北京大学,江苏,2024,-,678,,文科
北京大学,江苏,2024,（国关）,666,,文科
北京大学,江苏,2024,（只招英语考生）（口）,659,,文科
北京大学,江苏,2024,生物科学,695,,文科
北京大学,江苏,2024,（光华）,693,,文科
北京大学,四川,2024,元培）（包含专业:中国语言文学类,657,,文科
北京大学,四川,2024,包含专业：金融学,650,,文科
北京大学,四川,2024,（认同并执行四川省少数民族加分项目和分值）,646,,文科
北京大学,四川,2024,包含专业：经济学,645,,文科
北京大学,四川,2024,包含专业:汉语言文学,644,,文科
北京大学,四川,2024,国政,643,,文科
北京大学,四川,2024,包含专业:历史学（中国史）,640,,文科
北京大学,四川,2024,包含专业:新闻学,640,,文科
北京大学,四川,2024,包含专业:社会学,639,34,文科
北京大学,四川,2024,包含专业:城市管理,639,34,文科
北京大学,四川,2024,（元培）（包含专业:数学类）（认同并执行四川省少数,710,,理科
北京大学,四川,2024,包含专业：化学,709,,理科
北京大学,四川,2024,包含专业:生物科学,705,,理科
北京大学,四川,2024,包含专业：金融学,701,,理科
北京大学,四川,2024,包含专业:数学与应用数学（数学）,700,,理科
北京大学,四川,2024,包含专业:电子信息科学与技术,698,63,理科
北京大学,四川,2024,包含专业:物理学,698,63,理科
北京大学,四川,2024,包含专业:计算机科学与技术,698,63,理科
北京大学,山东,2024,（理科基础类专业）,691,125,文科
北京大学,山东,2024,（文科基础类专业）,689,157,文科
北京大学,河南,2024,元培）（包含专业:中国语言文学类,685,,文科
北京大学,河南,2024,包含专业:经济学,680,,文科
北京大学,河南,2024,-,678,,文科
北京大学,河南,2024,包含专业:金融学,677,,文科
北京大学,河南,2024,包含专业:汉语言文学,667,15,文科
北京大学,河南,2024,包含专业:历史学（中国史）,666,17,文科
北京大学,河南,2024,国政,663,22,文科
北京大学,河南,2024,包含专业:哲学,662,25,文科
北京大学,河南,2024,包含专业:城市管理,659,33,文科
北京大学,河南,2024,包含专业:社会学,658,36,文科
北京大学,河南,2024,（只招英语语种考生）,657,41,文科
北京大学,河南,2024,（包含专业:艺术史论）,654,59,文科
北京大学,河南,2024,包含专业:新闻学,652,76,文科
北京大学,河南,2024,（元培）（包含专业:数学类）,709,,理科
北京大学,河南,2024,包含专业:数学与应用数学（数学）,702,38,理科
北京大学,河南,2024,包含专业:经济学,701,43,理科
北京大学,河南,2024,-,699,64,理科
北京大学,河南,2024,包含专业:金融学,698,75,理科
北京大学,河南,2024,包含专业:计算机科学与技术,697,81,理科
北京大学,河南,2024,包含专业:电子信息科学与技术,697,81,理科
北京大学,河南,2024,包含专业:物理学,696,94,理科
北京大学,河南,2024,包含专业:理论与应用力学,696,94,理科
北京大学,湖南,2024,-,654,53,文科
北京大学,湖南,2024,（信息管理系）,654,53,文科
北京大学,湖南,2024,（需外语口试合格;外语语种为英语）,654,53,文科
北京大学,湖南,2024,包含汉语言文学,654,53,文科
北京大学,湖南,2024,包含历史学（中国史）,654,53,文科
北京大学,湖南,2024,包含哲学,654,53,文科
北京大学,湖南,2024,包含经济学,654,53,文科
北京大学,湖南,2024,包含社会学,654,53,文科
北京大学,湖南,2024,包含金融学,654,53,文科
北京大学,湖南,2024,包含城市管理,654,53,文科
北京大学,湖南,2024,元培）（包含中国语言文学类,654,53,文科
北京大学,湖南,2024,（国关）（包含社会学类）,654,53,文科
北京大学,湖南,2024,包含新闻学,654,53,文科
北京大学,湖南,2024,（包含艺术史论）,654,53,文科
北京大学,湖南,2024,国关）（包含社会学类;在我省的招生实施区域为40个脱贫县,654,53,文科
北京大学,湖南,2024,包含艺术史论;在我省的招生实施区域为40个脱贫县,652,61,文科
北京大学,湖南,2024,在我省的招生实施区域为40个脱贫县,650,80,文科
北京大学,湖南,2024,（古建）,692,59,文科
北京大学,湖南,2024,天体物理,692,59,文科
北京大学,湖南,2024,包含化学,692,59,文科
北京大学,湖南,2024,包含环境科学,692,59,文科
北京大学,湖南,2024,包含数学与应用数学（数学）数学与应用数学（概率统计）,692,59,文科
北京大学,湖南,2024,包含电子信息科学与技术,692,59,文科
北京大学,湖南,2024,包含物理学,692,59,文科
北京大学,湖南,2024,包含计算机科学与技术,692,59,文科
北京大学,湖南,2024,包含生物科学,692,59,文科
北京大学,湖南,2024,包含地球物理学,692,59,文科
北京大学,湖南,2024,包含理论与应用力学,692,59,文科
北京大学,湖南,2024,（元培）（包含数学类）,692,59,文科
北京大学,湖南,2024,（光华）（包含数学类）,692,59,文科
北京大学,湖南,2024,（法学院）（包含数学类）,692,59,文科
北京大学,湖南,2024,包含地质学,692,59,文科
北京大学,湖南,2024,（经济）（包含数学类）,691,70,文科
北京大学,湖南,2024,环境,690,74,文科
北京大学,浙江,2023,-,717,1,文科
北京大学,浙江,2023,（文科基础类专业）,703,88,文科
北京大学,浙江,2023,（理科基础类专业）,703,94,文科
北京大学,北京,2023,-,690,221,文科
北京大学,北京,2023,国政,683,442,文科
北京大学,北京,2023,（元培）,691,192,文科
北京大学,北京,2023,天体物理,684,402,文科
北京大学,广东,2023,含金融学,695,,文科
北京大学,广东,2023,（住宿费：待定；办学地点：校本部）,675,,文科
北京大学,广东,2023,元培,675,,文科
北京大学,广东,2023,含历史学（中国史,674,,文科
北京大学,广东,2023,含社会学,674,,文科
北京大学,广东,2023,含汉语言文学,673,,文科
北京大学,广东,2023,含经济学,673,,文科
北京大学,广东,2023,含哲学,672,,文科
北京大学,广东,2023,外语语种:英语（外语语种:英语,671,,文科
北京大学,广东,2023,含城市管理,671,,文科
北京大学,广东,2023,含新闻学,670,,文科
北京大学,广东,2023,含艺术史论专业（含艺术史论专业,670,,文科
北京大学,广东,2023,学费:5300元/学年含数学类,708,,文科
北京大学,广东,2023,含地球物理学专业（含地球物理学专业,704,,文科
北京大学,广东,2023,含心理学专业（含心理学专业,696,57,文科
北京大学,广东,2023,含物理学,695,71,文科
北京大学,广东,2023,天体物理,694,85,文科
北京大学,广东,2023,含数学与应用数学（数学,694,85,文科
北京大学,广东,2023,学费:5300元/学年含电子信息科学与技术,694,85,文科
北京大学,广东,2023,学费:5300元/学年含计算机科学与技术,694,85,文科
北京大学,广东,2023,含理论与应用力学,694,85,文科
北京大学,广东,2023,住宿费：待定；外语语种：英语；办学地点：校本部,669,35,文科
北京大学,江苏,2023,-,673,,文科
北京大学,江苏,2023,（只招英语考生）（口）,664,,文科
北京大学,四川,2023,元培包含专业：中国语言文学类,652,,文科
北京大学,四川,2023,包含专业:哲学,651,,文科
北京大学,四川,2023,包含专业:金融学,651,,文科
北京大学,四川,2023,包含专业:汉语言文学,646,,文科
北京大学,四川,2023,-,644,,文科
北京大学,四川,2023,包含专业:城市管理,641,,文科
北京大学,四川,2023,包含专业:经济学,640,,文科
北京大学,四川,2023,包含专业:新闻学,640,,文科
北京大学,四川,2023,国政,639,,文科
北京大学,四川,2023,包含专业:社会学,639,,文科
北京大学,四川,2023,包含专业:历史学中国史,639,,文科
北京大学,四川,2023,包含专业：数学类,707,,理科
北京大学,四川,2023,包含专业：生物科学,706,,理科
北京大学,四川,2023,包含专业：数学与应用数学数学,701,,理科
北京大学,四川,2023,包含专业：金融学,700,,理科
北京大学,四川,2023,包含专业：经济学,700,,理科
北京大学,四川,2023,包含专业：计算机科学与技术,699,,理科
北京大学,四川,2023,包含专业：化学,699,,理科
北京大学,四川,2023,包含专业：电子信息科学与技术,698,62,理科
北京大学,山东,2023,（理科基础类专业）,693,110,文科
北京大学,山东,2023,（文科基础类专业）,689,181,文科
北京大学,河南,2023,元培）（包含专业:中国语言文学类,688,,文科
北京大学,河南,2023,包含专业:金融学,686,,文科
北京大学,河南,2023,包含专业:经济学,679,19,文科
北京大学,河南,2023,（办学地点:校本部）,679,19,文科
北京大学,河南,2023,包含专业:城市管理,678,21,文科
北京大学,河南,2023,包含专业:哲学,677,24,文科
北京大学,河南,2023,国政,676,26,文科
北京大学,河南,2023,包含专业:汉语言文学,675,32,文科
北京大学,河南,2023,包含专业:历史学）（中国史,674,35,文科
北京大学,河南,2023,包含专业:社会学,673,41,文科
北京大学,河南,2023,（办学地点:校本部;只招英语语种考生）,673,41,文科
北京大学,河南,2023,包含专业:新闻学,672,46,文科
北京大学,河南,2023,包含专业:数学类,707,21,理科
北京大学,河南,2023,包含专业:化学,707,21,理科
北京大学,河南,2023,包含专业:金融学,706,28,理科
北京大学,河南,2023,包含专业:计算机科学与技术,701,63,理科
北京大学,河南,2023,包含专业:电子信息科学与技术,701,63,理科
北京大学,河南,2023,包含专业:物理学,701,63,理科
北京大学,河南,2023,包含专业:数学与应用数学）（数学,700,74,理科
北京大学,河南,2023,包含专业:经济学,700,74,理科
北京大学,河南,2023,包含专业:生物科学,697,98,理科
北京大学,河南,2023,包含专业:理论与应用力学,696,109,理科
浙江大学,浙江,2024,（竺可桢学院图灵班）,702,200,文科
浙江大学,浙江,2024,（荣誉项目班）,701,227,文科
浙江大学,浙江,2024,（竺可桢学院巴德年医学班）,695,566,文科
浙江大学,浙江,2024,（竺可桢学院人文社科实验班）,694,639,文科
浙江大学,浙江,2024,（智能财务荣誉项目班）,692,840,文科
浙江大学,浙江,2024,（数字法治卓越班）,688,1172,文科
浙江大学,浙江,2024,（信息）,687,1273,文科
浙江大学,浙江,2024,（数字公共治理荣誉项目班）,683,1925,文科
浙江大学,浙江,2024,（含商务大数据分析双学士学位项目）,683,1922,文科
浙江大学,浙江,2024,-,678,2830,文科
浙江大学,浙江,2024,（含数字金融双学士学位项目）,674,3668,文科
浙江大学,浙江,2024,生命,673,3865,文科
浙江大学,浙江,2024,材料,672,4228,文科
浙江大学,浙江,2024,（生工食品）,671,4484,文科
浙江大学,浙江,2024,（含涉外法治双学士学位项目）,671,4562,文科
浙江大学,浙江,2024,（智慧城市与建筑工程）,665,6212,文科
浙江大学,浙江,2024,农学,664,6791,文科
浙江大学,浙江,2024,海洋,664,6625,文科
浙江大学,北京,2024,含数字金融双学士学位项目）（含经济学,676,996,文科
浙江大学,北京,2024,竺可桢学院人文社科实验班）（含经济学,676,996,文科
浙江大学,北京,2024,含商务大数据分析双学士学位项目）（含数学与应用数学,679,813,文科
浙江大学,北京,2024,含过程装备与控制工程,679,813,文科
浙江大学,北京,2024,（竺可桢学院图灵班）（含计算机科学与技术）,679,813,文科
浙江大学,北京,2024,信息）（含计算机科学与技术,679,813,文科
浙江大学,北京,2024,（荣誉项目班）,679,813,文科
浙江大学,上海,2024,（竺可桢学院图灵班。计算机科学与技术专业）,580,2684,文科
浙江大学,上海,2024,（荣誉项目班）,580,2684,文科
浙江大学,上海,2024,含:商务大数据分析双学士学位项目。含:数学与应用数学,580,2684,文科
浙江大学,上海,2024,信息。含:计算机科学与技术,580,2684,文科
浙江大学,上海,2024,竺可桢学院人文社科实验班。含:经济学,580,2684,文科
浙江大学,上海,2024,含:数字金融双学士学位项目。含:经济学,580,2684,文科
浙江大学,上海,2024,（智能财务荣誉项目班。会计学专业）,580,2684,文科
浙江大学,广东,2024,（智能财务荣誉项目班）（含会计学专业；住宿费：待定,648,162,文科
浙江大学,广东,2024,（数字法治卓越班本研衔接培养项目）（含法学专业；住,646,186,文科
浙江大学,广东,2024,（数字公共治理荣誉项目班）（含行政管理专业；住宿费,644,223,文科
浙江大学,广东,2024,含涉外法治双学士学位项目）（含英语,642,244,文科
浙江大学,广东,2024,含数字金融双学士学位项目）（含经济学,640,281,文科
浙江大学,广东,2024,含古典文献学,640,281,文科
浙江大学,广东,2024,含新闻学,640,281,文科
浙江大学,广东,2024,（竺可桢学院图灵班）（含计算机科学与技术专业；住宿,681,210,文科
浙江大学,广东,2024,（荣誉项目班）（住宿费：待定；办学地点：校本部）,677,339,文科
浙江大学,广东,2024,智慧城市与建筑工程）（含建筑学,675,428,文科
浙江大学,广东,2024,含商务大数据分析双学士学位项目）（含数学与应用数学,674,480,文科
浙江大学,广东,2024,（竺可桢学院巴德年医学班）（含临床医学专业；住宿费,674,480,文科
浙江大学,广东,2024,材料,674,480,文科
浙江大学,广东,2024,含过程装备与控制工程,674,480,文科
浙江大学,广东,2024,信息）（含计算机科学与技术,674,480,文科
浙江大学,广东,2024,生工食品）（含农业工程,647,3369,文科
浙江大学,广东,2024,农学,644,3982,文科
